Entity,Code,Year,Average annual hours worked by persons engaged (avh) (PWT 9.1 (2019)),Average annual hours worked per employed person (Bick et al 2019),Annual working hours for full-time production workers in non-agricultural activities (Huberman & Minns 2007),Average annual hours actually worked per worker (OECD)
United States,USA,2014,1754.4224,1857.2724609375,,1782
United States,USA,2015,1765.1826,1861.10656738281,,1783
United States,USA,2016,1760.796,,,1778
United States,USA,2017,1757.2255,,,1778
United States,USA,2018,,,,1783
United States,USA,2019,,,,1779
Uruguay,URY,1990,1788,,,
Uruguay,URY,1991,1781.501,,,
Uruguay,URY,1992,1775.0256,,,
Uruguay,URY,1993,1768.5737,,,
Uruguay,URY,1994,1762.1454,,,
Uruguay,URY,1995,1755.7404,,,
Uruguay,URY,1996,1749.3585,,,
Uruguay,URY,1997,1743,,,
Uruguay,URY,1998,1736.6646,,,
Uruguay,URY,1999,1722,,,
Uruguay,URY,2000,1704.0769,,,
Uruguay,URY,2001,1672.7721,,,
Uruguay,URY,2002,1635.8788,,,
Uruguay,URY,2003,1612.8038,,,
Uruguay,URY,2004,1638.4481,,,
Uruguay,URY,2005,1628.0012,,,
Uruguay,URY,2006,1622.7958,,,
Uruguay,URY,2007,1608.918,,,
Uruguay,URY,2008,1623.9033,,,
Uruguay,URY,2009,1595.3755,,,
Uruguay,URY,2010,1590.4384,,,
Uruguay,URY,2011,1585.9154,,,
Uruguay,URY,2012,1571.8634,,,
Uruguay,URY,2013,1566.2067,,,
Uruguay,URY,2014,1562.999,,,
Uruguay,URY,2015,1552.347,,,
Uruguay,URY,2016,1552.347,,,
Uruguay,URY,2017,1552.347,,,
Venezuela,VEN,1950,2179,,,
Venezuela,VEN,1951,2162.9802,,,
Venezuela,VEN,1952,2147.0784,,,
Venezuela,VEN,1953,2131.2932,,,
Venezuela,VEN,1954,2115.6243,,,
Venezuela,VEN,1955,2100.0706,,,
Venezuela,VEN,1956,2084.6311,,,
Venezuela,VEN,1957,2069.3052,,,
Venezuela,VEN,1958,2054.0918,,,
Venezuela,VEN,1959,2038.9904,,,
Venezuela,VEN,1960,2024,,,
Venezuela,VEN,1961,2016.5787,,,
Venezuela,VEN,1962,2009.1847,,,
Venezuela,VEN,1963,2001.8177,,,
Venezuela,VEN,1964,1994.4778,,,
Venezuela,VEN,1965,1987.1648,,,
Venezuela,VEN,1966,1979.8787,,,
Venezuela,VEN,1967,1972.6191,,,
Venezuela,VEN,1968,1965.3862,,,
Venezuela,VEN,1969,1958.1799,,,
Venezuela,VEN,1970,1951,,,
Venezuela,VEN,1971,1955.6555,,,
Venezuela,VEN,1972,1960.3223,,,
Venezuela,VEN,1973,1965,,,
Venezuela,VEN,1974,1969.5398,,,
Venezuela,VEN,1975,1974.0902,,,
Venezuela,VEN,1976,1978.651,,,
Venezuela,VEN,1977,1983.2224,,,
Venezuela,VEN,1978,1987.8043,,,
Venezuela,VEN,1979,1992.3969,,,
Venezuela,VEN,1980,1997,,,
Venezuela,VEN,1981,1985.9822,,,
Venezuela,VEN,1982,1975.0251,,,
Venezuela,VEN,1983,1964.1285,,,
Venezuela,VEN,1984,1953.2921,,,
Venezuela,VEN,1985,1942.5154,,,
Venezuela,VEN,1986,1931.7982,,,
Venezuela,VEN,1987,1921.1401,,,
Venezuela,VEN,1988,1910.5408,,,
Venezuela,VEN,1989,1900,,,
Venezuela,VEN,1990,1889,,,
Venezuela,VEN,1991,1878.4707,,,
Venezuela,VEN,1992,1868,,,
Venezuela,VEN,1993,1888.8833,,,
Venezuela,VEN,1994,1910,,,
Venezuela,VEN,1995,1915.2285,,,
Venezuela,VEN,1996,1920.4713,,,
Venezuela,VEN,1997,1925.7284,,,
Venezuela,VEN,1998,1931,,,
Venezuela,VEN,1999,1886.8966,,,
Venezuela,VEN,2000,1898.5117,,,
Venezuela,VEN,2001,1869.4724,,,
Venezuela,VEN,2002,1829.0203,,,
Venezuela,VEN,2003,1801.2109,,,
Venezuela,VEN,2004,1896.6949,,,
Venezuela,VEN,2005,1922.8501,,,
Venezuela,VEN,2006,1903.8516,,,
Vietnam,VNM,1970,2617.082,,,
Vietnam,VNM,1971,2618.4055,,,
Vietnam,VNM,1972,2619.8298,,,
Vietnam,VNM,1973,2620.6924,,,
Vietnam,VNM,1974,2621.9473,,,
Vietnam,VNM,1975,2622.2305,,,
Vietnam,VNM,1976,2623.5054,,,
Vietnam,VNM,1977,2625.7358,,,
Vietnam,VNM,1978,2626.2886,,,
Vietnam,VNM,1979,2627.8647,,,
Vietnam,VNM,1980,2629.6807,,,
Vietnam,VNM,1981,2631.8984,,,
Vietnam,VNM,1982,2633.2598,,,
Vietnam,VNM,1983,2634.9053,,,
Vietnam,VNM,1984,2637.0962,,,
Vietnam,VNM,1985,2638.3945,,,
Vietnam,VNM,1986,2637.0444,,,
Vietnam,VNM,1987,2640.365,,,
Vietnam,VNM,1988,2641.1133,,,
Vietnam,VNM,1989,2641.7573,,,
Vietnam,VNM,1990,2643.469,,,
Vietnam,VNM,1991,2644.7563,,,
Vietnam,VNM,1992,2646.5408,,,
Vietnam,VNM,1993,2647.239,,,
Vietnam,VNM,1994,2648.5125,,,
Vietnam,VNM,1995,2648.729,,,
Vietnam,VNM,1996,2648.8669,,,
Vietnam,VNM,1997,2317.3438,,,
Vietnam,VNM,1998,2362.4314,,,
Vietnam,VNM,1999,2362.1404,,,
Vietnam,VNM,2000,2393.6313,,,
Vietnam,VNM,2001,2246.991,,,
Vietnam,VNM,2002,2230.7598,,,
Vietnam,VNM,2003,2254.8853,,,
Vietnam,VNM,2004,2207.4919,,,
Vietnam,VNM,2005,2191.7068,,,
Vietnam,VNM,2006,2240.8411,,,
Vietnam,VNM,2007,2241.1814,,,
Vietnam,VNM,2008,2336.6824,,,
Vietnam,VNM,2009,2405.3545,,,
Vietnam,VNM,2010,2300.02,,,
Vietnam,VNM,2011,2331.2832,,,
Vietnam,VNM,2012,2310.541,,,
Vietnam,VNM,2013,2267.4883,,,
Vietnam,VNM,2014,2150.6357,,,
Vietnam,VNM,2015,2169.5916,,,
Vietnam,VNM,2016,2169.5916,,,
Vietnam,VNM,2017,2169.5916,,,
